"id","bathrooms","heating","macrozone","microzone","price_n","rooms_n","price_sqm","surface_room","geometry","time_to_nearest_metro_mins","time_to_nearest_tram_mins","min_time_to_uni_mins"
122815356,"3","Assente","Affori, Bovisa","Bovisa",620,5,5.16666666666667,19.2,c(9.1693, 45.5004),15.3645482172479,2.14908643187262,17.9
102573680,"1","Assente","San Siro, Trenno","San Siro",600,4,40,15,c(9.1405, 45.4745),4.34476942459518,0.968965586643519,57.1
114259183,"2","Assente","Città Studi, Susa","Plebisciti - Susa",700,4,5.38461538461539,26,c(9.2183, 45.4661),3.30054089496768,6.74217732732574,25.7
126386269,"2","Centralizzato","Famagosta, Barona","Famagosta",625,5,44.6428571428572,14,c(9.16298, 45.4376),6.40740478294277,18.6679767829095,108.7
125844915,"1","Centralizzato","Pasteur, Rovereto","Pasteur",700,3,33.3333333333333,21,c(9.21366, 45.4897),5.30255301212985,0.787864444795713,25.4
125883367,"1","Assente","Cenisio, Sarpi, Isola","Isola",650,4,50,13,c(9.1877, 45.4875),4.3854947364068,3.03577043360347,47.8
127475610,"2","Assente","Porta Romana, Cadore, Montenero","Porta Romana - Medaglie d'Oro",650,4,36.1111111111111,18,c(9.1976, 45.4482),8.95295754011388,0.0634436430887604,64.9
127317357,"2","Assente","Bicocca, Niguarda","Bignami - Ponale",670,5,5.58333333333333,19.2,c(9.20583, 45.522),4.4353035879267,4.19267933881653,75.8
124684949,"1","Assente","Famagosta, Barona","Cantalupa - San Paolo",650,2,26,25,c(9.1733, 45.435),7.10393148681858,5.70474128900395,102.1
127326423,"1","Autonomo","Uptown, Cascina Merlata, Viale Certosa","Certosa",640,2,42.6666666666667,15,c(9.14104, 45.4989),22.8717835550798,1.60990419248115,19.7
127504406,"1","Autonomo","Uptown, Cascina Merlata, Viale Certosa","Certosa",620,3,41.3333333333333,15,c(9.1478, 45.4936),18.5869755451713,3.14810913932684,24
127541432,"1","Assente","Uptown, Cascina Merlata, Viale Certosa","Ghisolfa - Mac Mahon",650,3,10,17.3333333333333,c(9.15756, 45.4919),17.0053342967369,3.54669150791208,26.4
127569766,"2","Autonomo","Affori, Bovisa","Dergano",610,3,40.6666666666667,15,c(9.17857, 45.5079),4.26100292792791,13.3576958239157,29.9
126065777,"1","Assente","Affori, Bovisa","Bovisa",600,3,30,20,c(9.1685, 45.4999),16.6621107222272,1.56863947197513,17.2
127274857,"1","Autonomo","Maggiolina, Istria","Cascina dei Pomi",620,2,41.3333333333333,15,c(9.20834, 45.4953),13.1658584646338,7.58338959540425,37.1
127313471,"2","Autonomo","Famagosta, Barona","Cantalupa - San Paolo",650,4,43.3333333333333,15,c(9.16951, 45.4315),5.19541559274101,10.3109973026147,110.9
126040029,"1","Autonomo","Pasteur, Rovereto","Pasteur",600,1,40,15,c(9.2119, 45.4884),6.16168166677144,1.03600593302832,24.1
126041423,"1","Centralizzato","Bande Nere, Inganni","Lorenteggio",685,1,62.2727272727273,11,c(9.1394, 45.4528),4.00298204157656,8.27779613873216,94.5
126379167,"1","Centralizzato","Cimiano, Crescenzago, Adriano","Quartiere Adriano",700,1,63.6363636363636,11,c(9.2389, 45.5133),17.1761038658893,5.3760592755119,69.6
119817048,"1","Centralizzato","Abbiategrasso, Chiesa Rossa","Gratosoglio",690,1,46,15,c(9.1742, 45.4163),22.7022907314777,3.11283577394874,128.6
125820661,"1","Centralizzato","Navigli","Bocconi",670,1,55.8333333333333,12,c(9.1879, 45.4487),13.3417256128213,2.79196010298001,72.5
125391303,"1","Centralizzato","San Siro, Trenno","San Siro",620,1,47.6923076923077,13,c(9.1454, 45.4695),7.32810099978443,0.996758422945852,64.5
127381557,"1","Centralizzato","Bande Nere, Inganni","Bande Nere",685,1,52.6923076923077,13,c(9.1321, 45.4601),3.65913020857303,23.3352004974124,84.5
126035673,"1","Centralizzato","Abbiategrasso, Chiesa Rossa","Gratosoglio",690,1,62.7272727272727,11,c(9.1742, 45.4163),22.7022907314777,3.11283577394874,128.6
127118713,"1","Centralizzato","Bande Nere, Inganni","Lorenteggio",685,1,40.2941176470588,17,c(9.1394, 45.4528),4.00298204157656,8.27779613873216,94.5
126035663,"1","Centralizzato","Abbiategrasso, Chiesa Rossa","Gratosoglio",690,1,40.5882352941176,17,c(9.1742, 45.4163),22.7022907314777,3.11283577394874,128.6
127412041,"1","Centralizzato","Cenisio, Sarpi, Isola","Paolo Sarpi",645,1,46.0714285714286,14,c(9.1805, 45.4803),7.29946157358728,1.0902764701055,55.4
126041395,"1","Centralizzato","Bande Nere, Inganni","Lorenteggio",685,1,62.2727272727273,11,c(9.1394, 45.4528),4.00298204157656,8.27779613873216,94.5
126552349,"1","Centralizzato","Bande Nere, Inganni","Bande Nere",655,1,59.5454545454545,11,c(9.1396, 45.4566),8.87668886867372,14.0379446587678,87.1
126726145,"1","Centralizzato","Bande Nere, Inganni","Bande Nere",615,1,43.9285714285714,14,c(9.1396, 45.4566),8.87668886867372,14.0379446587678,87.1
126037951,"1","Centralizzato","Cenisio, Sarpi, Isola","Isola",640,1,53.3333333333333,12,c(9.196, 45.4893),5.97805247480895,5.57605155147922,41
127412043,"1","Centralizzato","Famagosta, Barona","Giambellino",655,1,38.5294117647059,17,c(9.1408, 45.4501),3.64704412979619,3.78018859266181,99.5
126041315,"1","Centralizzato","Bande Nere, Inganni","Lorenteggio",685,1,62.2727272727273,11,c(9.1394, 45.4528),4.00298204157656,8.27779613873216,94.5
127130829,"1","Centralizzato","Bande Nere, Inganni","Lorenteggio",690,1,76.6666666666667,9,c(9.1394, 45.4528),4.00298204157656,8.27779613873216,94.5
125953377,"1","Centralizzato","San Siro, Trenno","San Siro",680,1,56.6666666666667,12,c(9.1255, 45.4719),8.39208898408249,7.4148453637048,74.9
126167009,"1","Autonomo","San Siro, Trenno","Gallaratese",696,1,58,12,c(9.1222, 45.4973),6.38284064647501,8.69259749718771,49.5
125532079,"1","Centralizzato","Bande Nere, Inganni","Lorenteggio",600,1,66.6666666666667,9,c(9.1379, 45.4535),6.17714623169588,10.3091927491775,94.3
126041257,"1","Centralizzato","Bande Nere, Inganni","Lorenteggio",590,1,53.6363636363636,11,c(9.1394, 45.4528),4.00298204157656,8.27779613873216,94.5
126041239,"1","Centralizzato","Bande Nere, Inganni","Gambara",695,1,40.8823529411765,17,c(9.1396, 45.4656),4.33093965922034,10.7696613135631,72.1
127010015,"1","Autonomo","Affori, Bovisa","Affori",600,1,54.5454545454545,11,c(9.1733, 45.518),7.77357946845828,22.7594478216327,39.5
126041407,"1","Centralizzato","Bande Nere, Inganni","Lorenteggio",685,1,28.5416666666667,24,c(9.1379, 45.4535),6.17714623169588,10.3091927491775,94.3
126041211,"1","Centralizzato","Porta Vittoria, Lodi","Lodi - Brenta",625,1,36.7647058823529,17,c(9.2136, 45.4428),6.00259724327017,15.3305104387331,66.3
125820619,"1","Assente","Bande Nere, Inganni","Lorenteggio",685,1,76.1111111111111,9,c(9.1401, 45.4539),4.4988387024635,9.47560422538872,91.9
126037865,"1","Centralizzato","Città Studi, Susa","Città Studi",690,1,43.125,16,c(9.2367, 45.4821),4.28281586504784,1.12449733017333,12.8
126791917,"1","Assente","Uptown, Cascina Merlata, Viale Certosa","Certosa",595,1,37.1875,16,c(9.1411, 45.4988),22.7183566884548,1.42213571599759,19.5
126041223,"1","Centralizzato","Bande Nere, Inganni","Bande Nere",655,1,50.3846153846154,13,c(9.1321, 45.4601),3.65913020857303,23.3352004974124,84.5
126041225,"1","Centralizzato","Porta Vittoria, Lodi","Molise - Cuoco",665,1,39.1176470588235,17,c(9.224, 45.4562),20.5705266696245,1.8340148400107,37.3
126041255,"1","Centralizzato","Centrale, Repubblica","Centrale",685,1,85.625,8,c(9.205, 45.4913),5.66911813991909,0.900967109577208,32.4
125391745,"1","Centralizzato","Solari, Washington","Frua",615,1,38.4375,16,c(9.1498, 45.4649),2.70624379649801,3.74729833662051,74.6
125391829,"1","Centralizzato","Navigli","Ascanio Sforza",630,1,45,14,c(9.1801, 45.4521),9.41900758751203,0.514473207648548,74.1
125320129,"1","Centralizzato","Bande Nere, Inganni","Lorenteggio",630,1,45,14,c(9.1403, 45.4551),6.15251121476087,11.3025039082996,89.4
127412027,"1","Centralizzato","Fiera, Sempione, City Life, Portello","Monte Rosa - Lotto",685,1,42.8125,16,c(9.1454, 45.4815),3.70506089844062,13.235660273342,45.8
125392129,"1","Centralizzato","Porta Romana, Cadore, Montenero","Porta Romana - Medaglie d'Oro",680,1,48.5714285714286,14,c(9.2031, 45.4548),5.66325607914425,1.41246105201846,51.8
127130821,"1","Centralizzato","Bande Nere, Inganni","Lorenteggio",700,1,63.6363636363636,11,c(9.1394, 45.4528),4.00298204157656,8.27779613873216,94.5
125391111,"1","Centralizzato","Bande Nere, Inganni","Bande Nere",675,1,56.25,12,c(9.1319, 45.4592),3.25084165249197,21.9992308363591,86.3
126041343,"1","Centralizzato","Bande Nere, Inganni","Lorenteggio",635,1,57.7272727272727,11,c(9.1379, 45.4535),6.17714623169588,10.3091927491775,94.3
126600555,"1","Centralizzato","Cenisio, Sarpi, Isola","Isola",615,1,51.25,12,c(9.1995, 45.4904),1.91486577239711,5.92574480860232,36.7
123022147,"1","Centralizzato","Navigli","Bocconi",670,1,55.8333333333333,12,c(9.1881, 45.4486),13.5052282949094,3.05081749596471,72.5
125391881,"1","Centralizzato","Pasteur, Rovereto","Pasteur",595,1,33.0555555555556,18,c(9.2137, 45.4874),4.53522280836982,1.78404363321079,21.5
125391495,"1","Centralizzato","Navigli","Corso San Gottardo",625,1,69.4444444444444,9,c(9.1824, 45.4443),17.9599639407915,1.08780498111427,82.7
126552363,"1","Centralizzato","Bande Nere, Inganni","Bande Nere",670,1,74.4444444444444,9,c(9.1396, 45.4566),8.87668886867372,14.0379446587678,87.1
125391771,"1","Centralizzato","Bande Nere, Inganni","Lorenteggio",690,1,76.6666666666667,9,c(9.1394, 45.4528),4.00298204157656,8.27779613873216,94.5
127197705,"1","Centralizzato","Bande Nere, Inganni","Gambara",670,1,74.4444444444444,9,c(9.1396, 45.4656),4.33093965922034,10.7696613135631,72.1
125598983,"1","Centralizzato","Bande Nere, Inganni","Lorenteggio",700,1,50,14,c(9.1379, 45.4535),6.17714623169588,10.3091927491775,94.3
127130837,"1","Centralizzato","Bande Nere, Inganni","Lorenteggio",685,1,62.2727272727273,11,c(9.1394, 45.4528),4.00298204157656,8.27779613873216,94.5
125391911,"1","Centralizzato","Bande Nere, Inganni","Lorenteggio",700,1,63.6363636363636,11,c(9.1394, 45.4528),4.00298204157656,8.27779613873216,94.5
123802597,"1","Autonomo","Pasteur, Rovereto","Pasteur",600,1,40,15,c(9.2119, 45.4884),6.16168166677144,1.03600593302832,24.1
125846945,"1","Centralizzato","Bande Nere, Inganni","Gambara",590,1,53.6363636363636,11,c(9.1447, 45.462),5.45254846477641,10.6949151213948,77.8
125846901,"1","Centralizzato","Centro","Missori",620,1,41.3333333333333,15,c(9.1912, 45.458),3.92031164437287,1.52104997017748,57.1
125846823,"1","Centralizzato","Solari, Washington","Frua",660,1,66,10,c(9.1498, 45.4649),2.70624379649801,3.74729833662051,74.6
123802153,"1","Centralizzato","Città Studi, Susa","Casoretto",680,1,34,20,c(9.2223, 45.4879),6.74437118167801,9.80242993490842,17.9
124565647,"1","Autonomo","Pasteur, Rovereto","Pasteur",600,1,46.1538461538462,13,c(9.2127, 45.4899),6.4097059566726,1.96619879499484,26.9
126242209,"1","Centralizzato","Corvetto, Rogoredo","Corvetto",700,1,46.6666666666667,15,c(9.2264, 45.4391),4.23895460062487,20.841029228298,64.6
126037949,"1","Centralizzato","Cenisio, Sarpi, Isola","Isola",640,1,53.3333333333333,12,c(9.196, 45.4893),5.97805247480895,5.57605155147922,41
127460288,"1","Centralizzato","Bande Nere, Inganni","Lorenteggio",665,1,60.4545454545455,11,c(9.1394, 45.4528),4.00298204157656,8.27779613873216,94.5
127130825,"1","Centralizzato","Bande Nere, Inganni","Bande Nere",690,1,49.2857142857143,14,c(9.1317, 45.4564),6.03973879414182,17.8198846857968,91.5
126041213,"1","Centralizzato","Solari, Washington","Washington",695,1,49.6428571428572,14,c(9.1533, 45.4623),8.5173435046093,8.16713908853988,77.9
127460276,"1","Assente","Bande Nere, Inganni","Lorenteggio",695,1,57.9166666666667,12,c(9.1394, 45.4528),4.00298204157656,8.27779613873216,94.5
126891297,"1","Centralizzato","Genova, Ticinese","San Vittore",650,1,59.0909090909091,11,c(9.1691, 45.4587),0.883588446369224,2.14456738901587,78.1
126936503,"1","Autonomo","Fiera, Sempione, City Life, Portello","Monte Rosa - Lotto",590,1,45.3846153846154,13,c(9.145, 45.4752),6.01563184938676,5.47848118278944,55.8
126036855,"1","Centralizzato","Famagosta, Barona","Barona",625,1,28.4090909090909,22,c(9.1583, 45.4414),12.1626985153311,11.2193682032718,103.7
126040487,"1","Centralizzato","Uptown, Cascina Merlata, Viale Certosa","Certosa",630,1,45,14,c(9.1533, 45.4972),27.4324506115893,0.6027147793024,15.4
125391939,"1","Centralizzato","Solari, Washington","Frua",605,1,60.5,10,c(9.1498, 45.4649),2.70624379649801,3.74729833662051,74.6
126040025,"1","Autonomo","Pasteur, Rovereto","Pasteur",600,1,40,15,c(9.2119, 45.4884),6.16168166677144,1.03600593302832,24.1
126791915,"1","Assente","Uptown, Cascina Merlata, Viale Certosa","Certosa",595,1,42.5,14,c(9.1411, 45.4988),22.7183566884548,1.42213571599759,19.5
126041421,"1","Centralizzato","Bande Nere, Inganni","Lorenteggio",670,1,74.4444444444444,9,c(9.1394, 45.4528),4.00298204157656,8.27779613873216,94.5
127010009,"1","Centralizzato","Solari, Washington","Frua",610,1,33.8888888888889,18,c(9.1498, 45.4649),2.70624379649801,3.74729833662051,74.6
127301279,"1","Centralizzato","Bande Nere, Inganni","Gambara",680,1,40,17,c(9.1447, 45.462),5.45254846477641,10.6949151213948,77.8
123123837,"1","Centralizzato","Affori, Bovisa","Affori",600,1,31.5789473684211,19,c(9.1532, 45.5209),17.9123735650166,29.8151599342967,40.4
127460250,"1","Centralizzato","Bande Nere, Inganni","Lorenteggio",640,1,71.1111111111111,9,c(9.1394, 45.4528),4.00298204157656,8.27779613873216,94.5
127009991,"1","Centralizzato","Porta Vittoria, Lodi","Lodi - Brenta",695,1,49.6428571428572,14,c(9.2136, 45.4428),6.00259724327017,15.3305104387331,66.3
127460342,"1","Centralizzato","Bande Nere, Inganni","Bande Nere",595,1,66.1111111111111,9,c(9.1396, 45.4566),8.87668886867372,14.0379446587678,87.1
126041271,"1","Centralizzato","Bande Nere, Inganni","Lorenteggio",635,1,70.5555555555556,9,c(9.1394, 45.4528),4.00298204157656,8.27779613873216,94.5
126041487,"1","Centralizzato","Abbiategrasso, Chiesa Rossa","Cermenate - Abbiategrasso",600,1,54.5454545454545,11,c(9.1808, 45.4328),6.42851710436092,2.36443365340836,101.8
125392253,"1","Centralizzato","Porta Venezia, Indipendenza","Indipendenza",615,1,36.1764705882353,17,c(9.2147, 45.4729),9.64174731164799,0.64245307823198,17.5
125532075,"1","Centralizzato","Bande Nere, Inganni","Gambara",660,1,41.25,16,c(9.1447, 45.462),5.45254846477641,10.6949151213948,77.8
125846855,"1","Centralizzato","Solari, Washington","Frua",610,1,35.8823529411765,17,c(9.1498, 45.4649),2.70624379649801,3.74729833662051,74.6
126726109,"1","Centralizzato","Bande Nere, Inganni","Gambara",640,1,58.1818181818182,11,c(9.1447, 45.462),5.45254846477641,10.6949151213948,77.8
125846839,"1","Centralizzato","Bande Nere, Inganni","Lorenteggio",635,1,52.9166666666667,12,c(9.1394, 45.4528),4.00298204157656,8.27779613873216,94.5
126936511,"1","Assente","Uptown, Cascina Merlata, Viale Certosa","Ghisolfa - Mac Mahon",685,1,68.5,10,c(9.1514, 45.49),15.0818249238856,0.554229657533256,30
127460238,"1","Centralizzato","Bande Nere, Inganni","Lorenteggio",665,1,55.4166666666667,12,c(9.1394, 45.4528),4.00298204157656,8.27779613873216,94.5
126040073,"1","Autonomo","Pasteur, Rovereto","Pasteur",600,1,46.1538461538462,13,c(9.2127, 45.4899),6.4097059566726,1.96619879499484,26.9
125586459,"1","Centralizzato","Uptown, Cascina Merlata, Viale Certosa","Certosa",695,1,57.9166666666667,12,c(9.1411, 45.4988),22.7183566884548,1.42213571599759,19.5
127460110,"1","Centralizzato","Napoli, Soderini","Piazza Napoli",700,1,70,10,c(9.1494, 45.4539),1.6728302975911,4.70365941963651,90.6
127229139,"1","Centralizzato","Bande Nere, Inganni","Lorenteggio",625,1,48.0769230769231,13,c(9.1394, 45.4528),4.00298204157656,8.27779613873216,94.5
126037945,"1","Centralizzato","Cenisio, Sarpi, Isola","Isola",690,1,57.5,12,c(9.196, 45.4893),5.97805247480895,5.57605155147922,41
126367631,"1","Centralizzato","Bande Nere, Inganni","Lorenteggio",655,1,59.5454545454545,11,c(9.1394, 45.4528),4.00298204157656,8.27779613873216,94.5
126037947,"1","Centralizzato","Cenisio, Sarpi, Isola","Isola",640,1,53.3333333333333,12,c(9.196, 45.4893),5.97805247480895,5.57605155147922,41
127460228,"1","Centralizzato","Bande Nere, Inganni","Lorenteggio",620,1,51.6666666666667,12,c(9.1394, 45.4528),4.00298204157656,8.27779613873216,94.5
126037943,"1","Centralizzato","Porta Vittoria, Lodi","Martini - Insubria",700,1,58.3333333333333,12,c(9.2226, 45.4518),16.4251055126587,2.88928625250698,46.5
126040071,"1","Autonomo","Pasteur, Rovereto","Pasteur",700,1,53.8461538461538,13,c(9.2127, 45.4899),6.4097059566726,1.96619879499484,26.9
126041233,"1","Centralizzato","Bande Nere, Inganni","Bande Nere",685,1,48.9285714285714,14,c(9.1321, 45.4601),3.65913020857303,23.3352004974124,84.5
122943286,"1","Autonomo","Pasteur, Rovereto","Pasteur",600,1,46.1538461538462,13,c(9.2127, 45.4899),6.4097059566726,1.96619879499484,26.9
126037939,"1","Centralizzato","Porta Vittoria, Lodi","Martini - Insubria",700,1,58.3333333333333,12,c(9.2226, 45.4518),16.4251055126587,2.88928625250698,46.5
126848787,"1","Centralizzato","Bande Nere, Inganni","Lorenteggio",690,1,76.6666666666667,9,c(9.1394, 45.4528),4.00298204157656,8.27779613873216,94.5
126552351,"1","Centralizzato","Bande Nere, Inganni","Bande Nere",630,1,57.2727272727273,11,c(9.1396, 45.4566),8.87668886867372,14.0379446587678,87.1
127010005,"1","Centralizzato","Bande Nere, Inganni","Bande Nere",655,1,72.7777777777778,9,c(9.1321, 45.4601),3.65913020857303,23.3352004974124,84.5
125391943,"1","Centralizzato","Bande Nere, Inganni","Lorenteggio",600,1,54.5454545454545,11,c(9.1377, 45.452),4.46834565769899,7.81973765687479,96
127130813,"1","Centralizzato","Solari, Washington","Vercelli - Wagner",610,1,43.5714285714286,14,c(9.1621, 45.4648),6.19024527353922,2.70808722579423,77.1
125390931,"1","Centralizzato","Corvetto, Rogoredo","Corvetto",620,1,34.4444444444444,18,c(9.2117, 45.4391),10.4722221001643,14.3108597409128,72
125390887,"1","Centralizzato","Bande Nere, Inganni","Bande Nere",635,1,45.3571428571428,14,c(9.1349, 45.4622),2.24038155274587,18.9845399813864,79.7
126037723,"1","Centralizzato","Città Studi, Susa","Città Studi",680,1,34,20,c(9.2227, 45.4848),7.5184963971486,10.604947482675,12.3
125392099,"1","Centralizzato","Solari, Washington","Frua",610,1,40.6666666666667,15,c(9.1498, 45.4649),2.70624379649801,3.74729833662051,74.6
126041397,"1","Centralizzato","Bande Nere, Inganni","Lorenteggio",690,1,62.7272727272727,11,c(9.1379, 45.4535),6.17714623169588,10.3091927491775,94.3
126041353,"1","Centralizzato","Bande Nere, Inganni","Lorenteggio",590,1,49.1666666666667,12,c(9.1379, 45.4535),6.17714623169588,10.3091927491775,94.3
126891287,"1","Centralizzato","Bande Nere, Inganni","Lorenteggio",700,1,41.1764705882353,17,c(9.1394, 45.4528),4.00298204157656,8.27779613873216,94.5
126040075,"1","Autonomo","Pasteur, Rovereto","Pasteur",600,1,46.1538461538462,13,c(9.2127, 45.4899),6.4097059566726,1.96619879499484,26.9
127460220,"1","Centralizzato","Bande Nere, Inganni","Lorenteggio",660,1,60,11,c(9.1379, 45.4535),6.17714623169588,10.3091927491775,94.3
126041461,"1","Centralizzato","Abbiategrasso, Chiesa Rossa","Cermenate - Abbiategrasso",600,1,42.8571428571428,14,c(9.1808, 45.4328),6.42851710436092,2.36443365340836,101.8
126936493,"1","Autonomo","Fiera, Sempione, City Life, Portello","Monte Rosa - Lotto",590,1,31.0526315789474,19,c(9.145, 45.4752),6.01563184938676,5.47848118278944,55.8
126041227,"1","Centralizzato","San Siro, Trenno","San Siro",660,1,47.1428571428572,14,c(9.1255, 45.4719),8.39208898408249,7.4148453637048,74.9
125718081,"2","Autonomo","Affori, Bovisa","Bovisasca",690,3,6.9,20,c(9.15515, 45.5175),17.5272765686972,27.5168570380632,32.5
126570363,"2","Autonomo","Ripamonti, Vigentino","Ripamonti - Fondazione Prada",680,5,37.7777777777778,18,c(9.19221, 45.4413),22.2384657382743,8.82740083284886,82.6
126814999,"1","Centralizzato","Abbiategrasso, Chiesa Rossa","Cermenate - Abbiategrasso",600,3,9.23076923076923,17.3333333333333,c(9.17968, 45.4362),11.1006859921908,2.44052567060214,98.3
126568813,"2","Autonomo","Ripamonti, Vigentino","Ripamonti - Fondazione Prada",700,5,31.8181818181818,22,c(9.19221, 45.4413),22.2384657382743,8.82740083284886,82.6
127483486,"1","Centralizzato","Porta Venezia, Indipendenza","Indipendenza",700,2,46.6666666666667,15,c(9.21672, 45.4628),9.25801334928098,1.76860154090561,31.3
127384367,"1","Autonomo","Città Studi, Susa","Città Studi",590,4,6.86046511627907,17.2,c(9.21732, 45.4813),5.34638529480246,10.9412756774541,13.1
127419511,"2","Centralizzato","Bicocca, Niguarda","Bignami - Ponale",650,3,43.3333333333333,15,c(9.20832, 45.5253),5.36253960508401,3.6860544064714,80.6
126570281,"2","Autonomo","Ripamonti, Vigentino","Ripamonti - Fondazione Prada",670,5,39.4117647058824,17,c(9.19221, 45.4413),22.2384657382743,8.82740083284886,82.6
127142801,"2","Centralizzato","San Siro, Trenno","Gallaratese",700,2,7.77777777777778,20,c(9.12188, 45.4923),3.38023703611518,16.2259166754366,49.6
127460112,"1","Centralizzato","Bande Nere, Inganni","Bande Nere",690,1,49.2857142857143,14,c(9.1349, 45.4622),2.24038155274587,18.9845399813864,79.7
126037875,"1","Centralizzato","Bande Nere, Inganni","Lorenteggio",640,1,40,16,c(9.1403, 45.4551),6.15251121476087,11.3025039082996,89.4
126042367,"1","Centralizzato","Fiera, Sempione, City Life, Portello","Monte Rosa - Lotto",600,1,37.5,16,c(9.1486, 45.4823),2.97996118837869,13.3420629024752,42.9
126041683,"1","Centralizzato","Navigli","Bocconi",670,1,44.6666666666667,15,c(9.1879, 45.4487),13.3417256128213,2.79196010298001,72.5
126582073,"1","Centralizzato","Ripamonti, Vigentino","Ripamonti - Fondazione Prada",650,1,26,25,c(9.19221, 45.4413),22.2384657382743,8.82740083284886,82.6
125820655,"1","Centralizzato","Navigli","Bocconi",670,1,44.6666666666667,15,c(9.1879, 45.4487),13.3417256128213,2.79196010298001,72.5
127381551,"1","Centralizzato","Arco della Pace, Arena, Pagano","Vincenzo Monti",620,1,41.3333333333333,15,c(9.169, 45.4711),6.85447316925508,1.73521385608381,66.1
126552369,"1","Centralizzato","Bande Nere, Inganni","Bande Nere",690,1,86.25,8,c(9.1396, 45.4566),8.87668886867372,14.0379446587678,87.1
120555246,"1","Autonomo","Città Studi, Susa","Città Studi",690,1,76.6666666666667,9,c(9.2204, 45.4822),6.36735858801548,8.45806752644182,9.9
125982031,"1","Centralizzato","Fiera, Sempione, City Life, Portello","Monte Rosa - Lotto",625,1,39.0625,16,c(9.1434, 45.4831),5.924690103838,14.2232462117708,42.5
124322601,"1","Centralizzato","Udine, Lambrate","Udine",695,1,77.2222222222222,9,c(9.2332, 45.4923),4.73253752082994,13.6274515261477,26.4
126584129,"1","Centralizzato","Ripamonti, Vigentino","Ripamonti - Fondazione Prada",590,1,36.875,16,c(9.19221, 45.4413),22.2384657382743,8.82740083284886,82.6
126037721,"1","Autonomo","Città Studi, Susa","Città Studi",680,1,45.3333333333333,15,c(9.2227, 45.4848),7.5184963971486,10.604947482675,12.3
126600569,"1","Centralizzato","Bande Nere, Inganni","Lorenteggio",600,1,54.5454545454545,11,c(9.1379, 45.4535),6.17714623169588,10.3091927491775,94.3
126037959,"1","Centralizzato","Città Studi, Susa","Città Studi",680,1,42.5,16,c(9.2367, 45.4821),4.28281586504784,1.12449733017333,12.8
127647018,"2","Autonomo","Città Studi, Susa","Plebisciti - Susa",665,5,5.11538461538461,20.8,c(9.2176, 45.4659),3.78605206714153,6.39034882226106,26.1
127317533,"2","Assente","Pasteur, Rovereto","Pasteur",660,5,5.07692307692308,20.8,c(9.21135, 45.4909),8.09075040972385,4.10368416808675,29.7
127646796,"2","Autonomo","Città Studi, Susa","Plebisciti - Susa",665,5,5.11538461538461,20.8,c(9.2176, 45.4659),3.78605206714153,6.39034882226106,26.1
127490438,"2","Assente","Pasteur, Rovereto","Pasteur",660,5,5.07692307692308,20.8,c(9.21135, 45.4909),8.09075040972385,4.10368416808675,29.7
125820605,"1","Centralizzato","Bande Nere, Inganni","Primaticcio",690,1,57.5,12,c(9.1279, 45.4558),6.50535742909495,18.6812603859487,94
125320131,"1","Centralizzato","Bande Nere, Inganni","Lorenteggio",600,1,46.1538461538462,13,c(9.1403, 45.4551),6.15251121476087,11.3025039082996,89.4
121328646,"1","Centralizzato","Affori, Bovisa","Comasina",700,1,35,20,c(9.166, 45.5269),3.51080987847167,32.160692270136,51.8
126035761,"1","Centralizzato","Città Studi, Susa","Città Studi",600,1,40,15,c(9.2282, 45.4834),5.68724159791093,7.28277487991229,8.3
126037787,"1","Autonomo","Cimiano, Crescenzago, Adriano","Crescenzago",620,1,41.3333333333333,15,c(9.2463, 45.502),5.26811019329685,20.6882091725647,47.2
126495809,"1","Assente","Cimiano, Crescenzago, Adriano","Cimiano",600,2,21.4285714285714,20,c(9.2361, 45.4978),6.44200578691688,22.5424564344703,34.9
126042101,"1","Autonomo","Città Studi, Susa","Città Studi",700,1,46.6666666666667,15,c(9.2349, 45.4858),2.49606372709499,2.47989607992816,16.3
126037801,"1","Autonomo","Bicocca, Niguarda","Bicocca",620,1,34.4444444444444,18,c(9.2089, 45.5163),5.09678646683285,3.06123361231767,69.9
127347517,"1","Assente","Bande Nere, Inganni","Bande Nere",670,1,29.1304347826087,23,c(9.1375, 45.4614),1.27966997115266,17.599630203643,79.3
126037879,"1","Centralizzato","Bande Nere, Inganni","Lorenteggio",640,1,45.7142857142857,14,c(9.1403, 45.4551),6.15251121476087,11.3025039082996,89.4
126037877,"1","Centralizzato","Bande Nere, Inganni","Lorenteggio",640,1,40,16,c(9.1403, 45.4551),6.15251121476087,11.3025039082996,89.4
126037805,"1","Autonomo","Uptown, Cascina Merlata, Viale Certosa","Certosa",690,1,57.5,12,c(9.1492, 45.4969),24.0085430135291,3.83162394507137,16.3
126041641,"1","Centralizzato","Pasteur, Rovereto","Pasteur",600,1,42.8571428571428,14,c(9.2187, 45.4923),3.61536331262057,3.57807820924649,26.6
126037813,"1","Autonomo","Uptown, Cascina Merlata, Viale Certosa","Certosa",590,1,49.1666666666667,12,c(9.1492, 45.4969),24.0085430135291,3.83162394507137,16.3
127569986,"1","Assente","Porta Vittoria, Lodi","Porta Vittoria",650,3,8.66666666666667,20,c(9.2333, 45.4623),5.29587707206746,1.22597960549143,30.7
126496321,"2","Assente","Porta Vittoria, Lodi","Lodi - Brenta",700,3,7.77777777777778,24,c(9.2146, 45.4524),10.7842100597378,1.88189585706727,48
