"id","bathrooms","heating","macrozone","microzone","price_n","rooms_n","price_sqm","surface_room","geometry","time_to_nearest_metro_mins","time_to_nearest_tram_mins","min_time_to_uni_mins"
126917415,"2","Autonomo","Bande Nere, Inganni","Lorenteggio",630,5,5.94339622641509,16.96,c(9.14086, 45.4534),3.24790898284987,8.30701386487264,92.2
126916887,"1","Autonomo","Porta Venezia, Indipendenza","Indipendenza",660,5,5.19685039370079,20.32,c(9.21677, 45.4706),4.94645688659933,4.45407939358246,19.3
126916869,"2","Autonomo","Città Studi, Susa","Casoretto",680,5,7.47252747252747,14.56,c(9.22744, 45.4862),9.64117568807066,10.798278180353,12.1
126916593,"1","Autonomo","Affori, Bovisa","Affori",635,3,11.5454545454545,14.6666666666667,c(9.17351, 45.5174),6.71421382650752,22.313849979964,38.8
126917669,"2","Autonomo","Pasteur, Rovereto","Pasteur",670,5,6.14678899082569,17.44,c(9.21775, 45.4889),2.41160300697062,4.37414601255522,22.2
126917455,"2","Autonomo","Porta Venezia, Indipendenza","Piave - Tricolore",685,5,5.15037593984962,21.28,c(9.2089, 45.4664),2.94877557661311,2.81336222952813,32.7
126916051,"1","Autonomo","Affori, Bovisa","Bovisa",680,5,6.8,16,c(9.1657, 45.5038),17.168804236174,2.3111537312373,11.2
126984911,"1","Autonomo","Bande Nere, Inganni","Gambara",630,4,8.4,15,c(9.14258, 45.463),3.35922459101249,11.1936879660167,76.6
126917545,"2","Autonomo","Solari, Washington","Vercelli - Wagner",690,5,5.30769230769231,20.8,c(9.16153, 45.4663),3.508689073979,0.733650700465045,74.6
126917105,"1","Autonomo","Solari, Washington","Washington",605,5,5.87378640776699,16.48,c(9.1534, 45.4562),1.52260165653746,6.75750818419922,87.2
126916891,"1","Autonomo","Bande Nere, Inganni","Gambara",630,4,10.6779661016949,11.8,c(9.14434, 45.4623),4.81005714527675,10.5401264919321,77.5
126916661,"2","Autonomo","San Siro, Trenno","San Siro",690,5,46,15,c(9.12737, 45.4707),9.50074760171684,9.55946470283026,72.2
126917679,"2","Autonomo","Centrale, Repubblica","Centrale",595,5,39.6666666666667,15,c(9.20015, 45.4837),3.58871133101175,0.616240038393514,33.9
127012709,"2","Autonomo","Solari, Washington","Frua",665,5,6.39423076923077,16.64,c(9.14874, 45.4651),2.55153394405427,3.60185276656845,73.4
126917737,"1","Autonomo","Bande Nere, Inganni","Lorenteggio",590,5,7.97297297297297,11.84,c(9.14113, 45.4525),1.89736515700364,6.74515756041733,94.7
126917731,"1","Autonomo","Bande Nere, Inganni","Lorenteggio",680,5,7.72727272727273,14.08,c(9.1396, 45.4526),3.64720129981479,7.85406220826184,94.6
126917423,"2","Autonomo","Bicocca, Niguarda","Ca' Granda",595,4,39.6666666666667,15,c(9.19976, 45.5068),1.82352570141334,0.35568783467817,57.5
126917037,"1","Autonomo","Corvetto, Rogoredo","Corvetto",590,4,7.86666666666667,15,c(9.21553, 45.437),10.6429782877379,18.2784554632579,73
126917843,"1","Autonomo","Bande Nere, Inganni","Lorenteggio",690,4,8.51851851851852,16.2,c(9.13777, 45.4541),6.84586835265483,11.2750308379705,94.9
126917675,"1","Autonomo","Maggiolina, Istria","Cascina dei Pomi",675,4,6.42857142857143,21,c(9.20803, 45.4926),9.98750304594331,3.52744804187125,34.4
126916667,"1","Autonomo","Affori, Bovisa","Affori",635,3,11.5454545454545,14.6666666666667,c(9.17352, 45.5174),6.71321600266337,22.3020073332733,38.8
126915531,"1","Autonomo","Maggiolina, Istria","Maggiolina",695,5,6.95,16,c(9.20184, 45.4997),5.78758519062277,5.56213132862639,49.7
126917849,"2","Autonomo","San Siro, Trenno","San Siro",660,5,5.32258064516129,19.84,c(9.12369, 45.4743),7.19021308397191,3.35549277396944,73.8
127012701,"1","Autonomo","Centrale, Repubblica","Buenos Aires",700,5,6.73076923076923,16.64,c(9.21128, 45.4813),1.68062798913541,5.67264865604136,19.4
126917725,"2","Autonomo","Bande Nere, Inganni","Lorenteggio",655,5,5.24,20,c(9.14068, 45.4543),4.7017587621521,9.84102083894171,90.6
126917617,"1","Autonomo","Bande Nere, Inganni","Gambara",615,3,41,15,c(9.14251, 45.463),3.37375174770057,11.2601952612208,76.6
126916617,"2","Autonomo","Città Studi, Susa","Argonne - Corsica",645,4,43,15,c(9.22762, 45.4676),3.43879189639283,5.80597253433425,18.3
126917547,"1","Autonomo","Bande Nere, Inganni","Lorenteggio",685,5,9.25675675675676,11.84,c(9.14113, 45.4525),1.89736515700364,6.74515756041733,94.7
126917395,"2","Autonomo","Affori, Bovisa","Affori",630,5,5.47826086956522,18.4,c(9.17526, 45.5131),1.750854139444,19.1179008345253,35
126917633,"2","Autonomo","Città Studi, Susa","Città Studi",650,5,5.11811023622047,20.32,c(9.2349, 45.4724),8.29566885315557,2.6295658872697,16.8
126916947,"2","Autonomo","Affori, Bovisa","Bovisasca",600,5,6.38297872340426,15.04,c(9.15399, 45.5171),19.1005724188004,25.9731381251268,33.2
126916829,"1","Autonomo","Corvetto, Rogoredo","Corvetto",650,3,9.28571428571429,18.6666666666667,c(9.21317, 45.4387),9.60907346133556,15.8426954049599,70.8
127478236,"1","Centralizzato","Porta Vittoria, Lodi","Lodi - Brenta",700,3,9.72222222222222,19.2,c(9.2208, 45.4485),10.3153841027212,3.21857344948933,51.7
126239801,"1","Centralizzato","Ponte Lambro, Santa Giulia","Santa Giulia",600,3,7.5,21.3333333333333,c(9.24531, 45.4321),9.21292798763316,22.8509222372633,88
126592875,"1","Assente","Cimiano, Crescenzago, Adriano","Crescenzago",650,3,32.5,20,c(9.2404, 45.5042),8.08749681229302,17.9645745655295,45.5
126432307,"1","Assente","Famagosta, Barona","Famagosta",650,3,8.125,21.3333333333333,c(9.1704, 45.4406),6.35266366313942,10.0483304886715,98.1
125967055,"2","Autonomo","Bisceglie, Baggio, Olmi","Baggio",600,5,33.3333333333333,18,c(9.10053, 45.4588),16.2282022484281,35.6107598247072,110.9
121414784,"2","Assente","Precotto, Turro","Turro",700,3,53.8461538461538,13,c(9.2204, 45.4992),2.27923618621038,9.09573425670423,34.2
121565698,"2","Assente","Bande Nere, Inganni","Bande Nere",600,3,6.66666666666667,24,c(9.1314, 45.4609),3.65154190756817,23.6558567343434,83.8
126916845,"2","Autonomo","Pasteur, Rovereto","Pasteur",615,5,41,15,c(9.21404, 45.4874),4.32157164493509,2.10216373883025,21.4
127484098,"2","Assente","Corvetto, Rogoredo","Corvetto",680,5,5.66666666666667,19.2,c(9.2155, 45.4363),11.8014305173077,18.1022131267046,73.5
114342433,"1","Assente","Udine, Lambrate","Udine",650,3,43.3333333333333,15,c(9.2373, 45.4879),6.14357400266376,5.45579876942493,21.8
126917809,"1","Autonomo","Bande Nere, Inganni","Bande Nere",690,4,9.85714285714286,14,c(9.13388, 45.4628),3.85178972349815,19.2206794980747,79
126916657,"2","Autonomo","Centrale, Repubblica","Repubblica",630,4,42,15,c(9.20206, 45.4793),5.02770063921006,1.33603009989529,32.3
122922916,"2","Assente","Cimiano, Crescenzago, Adriano","Cimiano",700,5,5.38461538461539,20.8,c(9.239, 45.4988),2.51028505656218,24.4531181237181,36.8
127476730,"1","Centralizzato","Maggiolina, Istria","Istria",600,4,6.66666666666667,18,c(9.1961, 45.4995),4.30803930965932,0.47170985737843,50.5
124364409,"2","Assente","Centrale, Repubblica","Centrale",650,5,5.41666666666667,19.2,c(9.2009, 45.4865),3.61001418885776,1.40766865682296,34.3
125691147,"1","Assente","Affori, Bovisa","Comasina",650,NA,8.125,NA,c(9.1612, 45.5238),8.10033345783155,37.2556588757611,46.8
126916917,"3","Autonomo","San Siro, Trenno","San Siro",630,5,42,15,c(9.14164, 45.4777),3.80769844064389,5.27809263483538,51.8
127154205,"1","Assente","Abbiategrasso, Chiesa Rossa","Pezzotti - Meda",690,2,10.2985074626866,20,c(9.1844, 45.4387),17.3557362563819,2.08705814411472,91.4
125661303,"2","Assente","Quadronno, Palestro, Guastalla","Guastalla",700,5,70,10,c(9.2003, 45.4629),6.22973661134115,0.94920006143567,45.3
94333562,"1","Assente","Uptown, Cascina Merlata, Viale Certosa","Certosa",650,4,5.90909090909091,22,c(9.1444, 45.4942),16.8009928372042,0.225176089304298,23.6
108875413,"1","Assente","Corvetto, Rogoredo","Corvetto",650,3,8.125,21.3333333333333,c(9.222, 45.4409),1.97382043504792,16.4571194885405,63.3
126917585,"1","Autonomo","Cenisio, Sarpi, Isola","Zara",625,3,41.6666666666667,15,c(9.19043, 45.4949),4.90315474617064,5.14315763451282,43.9
106119073,"1","Assente","Bande Nere, Inganni","Bande Nere",600,3,7.05882352941176,22.6666666666667,c(9.1331, 45.4613),4.12332990765809,21.6501642663726,81.9
126837581,"1","Assente","Abbiategrasso, Chiesa Rossa","Cermenate - Abbiategrasso",675,3,11.25,16,c(9.183, 45.4372),14.2519028325663,0.909301301228689,93.5
126917567,"1","Autonomo","Navigli","Navigli - Darsena",650,4,7.38636363636364,17.6,c(9.16077, 45.4464),9.63570626245695,3.92111592433915,96
125922555,"1","Assente","Famagosta, Barona","Cantalupa - San Paolo",630,2,14,20,c(9.1719, 45.4365),4.64548434581563,7.78090820311706,102
126916219,"2","Autonomo","Città Studi, Susa","Città Studi",645,5,6.32352941176471,16.32,c(9.2173, 45.4847),1.91898704905854,8.19797003515514,15.2
126917589,"2","Autonomo","Famagosta, Barona","Tre Castelli - Faenza",590,4,6.55555555555556,18,c(9.13738, 45.442),9.03785792968902,4.5459624929115,121.5
126131483,"1","Assente","Famagosta, Barona","Tre Castelli - Faenza",650,2,10.8333333333333,24,c(9.1432, 45.4441),13.2560182134609,1.44934288743774,111.3
126916871,"1","Autonomo","Bande Nere, Inganni","Gambara",645,4,7.96296296296296,16.2,c(9.14405, 45.4622),4.87019442976898,10.8971665525213,77.5
126270107,"2","Centralizzato","Bicocca, Niguarda","Bignami - Ponale",600,1,37.5,16,c(9.2108, 45.5271),1.77165930099214,2.52857163656705,84.9
127550346,"1","Centralizzato","Famagosta, Barona","Famagosta",650,2,43.3333333333333,15,c(9.1704, 45.4406),6.35266366313942,10.0483304886715,98.1
126537035,"2","Centralizzato","Bande Nere, Inganni","Piazzale Siena",600,5,40,15,c(9.13552, 45.4652),6.47471197478115,15.132031993816,73.7
127158513,"3","Centralizzato","Città Studi, Susa","Città Studi",610,5,67.7777777777778,9,c(9.22738, 45.4723),7.9701972052941,2.36783597096841,10.6
105804609,"2","Assente","Forlanini","Quartiere Forlanini",650,4,5.41666666666667,24,c(9.2451, 45.4584),8.49005956701664,4.5901883261376,45.1
126917045,"2","Autonomo","Maggiolina, Istria","Maggiolina",635,5,42.3333333333333,15,c(9.20583, 45.4962),12.6018623303229,7.12582851502001,40.1
125405199,"1","Assente","Affori, Bovisa","Comasina",650,NA,7.64705882352941,NA,c(9.1629, 45.529),1.80345110572017,36.4712014871771,52.7
126570803,"2","Centralizzato","Famagosta, Barona","Cantalupa - San Paolo",700,3,46.6666666666667,15,c(9.17327, 45.435),7.07146365706625,5.74132067062078,102.1
107610887,"2","Assente","Precotto, Turro","Villa San Giovanni",700,3,9.33333333333333,20,c(9.2254, 45.5175),0.866266523944814,6.72670858682035,62.5
125433543,"1","Assente","Abbiategrasso, Chiesa Rossa","Pezzotti - Meda",700,4,5.55555555555556,25.2,c(9.1805, 45.4407),16.4719165456118,2.40010426227523,89.9
125433639,"1","Assente","Abbiategrasso, Chiesa Rossa","Pezzotti - Meda",700,4,5.55555555555556,25.2,c(9.1805, 45.4407),16.4719165456118,2.40010426227523,89.9
126727421,"1","Centralizzato","Pasteur, Rovereto","Pasteur",600,4,5.45454545454545,22,c(9.2177, 45.4901),0.426291363615558,3.05388939863157,24.3
126916675,"1","Autonomo","Città Studi, Susa","Casoretto",670,3,44.6666666666667,15,c(9.22375, 45.4868),9.31932396519614,12.3722346772531,14.3
126916807,"2","Autonomo","Maggiolina, Istria","Maggiolina",640,4,6.21359223300971,20.6,c(9.19646, 45.4953),2.57446988983403,1.53559588349648,44.8
127038981,"1","Assente","Città Studi, Susa","Città Studi",700,1,8.75,20,c(9.21802, 45.483),3.34791143957288,10.7105580219754,12.8
126917143,"2","Autonomo","Centrale, Repubblica","Buenos Aires",675,5,6.02678571428571,17.92,c(9.21537, 45.4836),1.23700226540629,7.35443851240856,17.1
127333511,"1","Assente","Ripamonti, Vigentino","Vigentino - Fatima",600,3,37.5,16,c(9.2021, 45.4257),31.1490226804528,1.49832026522721,99.3
124736489,"1","Assente","Udine, Lambrate","Lambrate",650,4,6.5,20,c(9.2414, 45.4829),7.55631645697703,0.405548619620342,17.4
127306593,"1","Assente","Bicocca, Niguarda","Prato Centenaro",700,3,8.75,21.3333333333333,c(9.202, 45.5096),4.22618130838534,1.75999107011544,62.9
125840677,"2","Centralizzato","Udine, Lambrate","Quartiere Feltre",640,5,6.4,16,c(9.242, 45.489),7.53077890456107,9.86394556251421,27.4
119920598,"1","Autonomo","San Siro, Trenno","San Siro",600,3,9.23076923076923,17.3333333333333,c(9.14356, 45.4679),5.21798944512728,4.53303156363545,67.1
124764233,"1","Assente","Ripamonti, Vigentino","Ripamonti - Fondazione Prada",650,3,10,17.3333333333333,c(9.1997, 45.4407),17.1213724883805,0.686664768419026,75.7
125433197,"1","Assente","Abbiategrasso, Chiesa Rossa","Pezzotti - Meda",700,4,5.55555555555556,25.2,c(9.1805, 45.4407),16.4719165456118,2.40010426227523,89.9
126360827,"2","Assente","Maggiolina, Istria","Maggiolina",600,4,5.45454545454545,22,c(9.2014, 45.4951),8.13380718295982,4.80961837097033,40.1
114183563,"3","Assente","Maggiolina, Istria","Cascina dei Pomi",650,4,6.19047619047619,21,c(9.2083, 45.4922),9.97236823209461,3.42342256260579,32.8
125356003,"1","Centralizzato","Affori, Bovisa","Bovisa",600,3,6,20,c(9.16526, 45.4986),21.1201287160311,4.8615124751528,14.6
126916703,"2","Autonomo","Città Studi, Susa","Città Studi",680,5,5.86206896551724,18.56,c(9.21741, 45.4813),5.3832890486136,10.8387587328353,13
114370569,"1","Assente","Cenisio, Sarpi, Isola","Zara",600,2,30,20,c(9.1894, 45.4904),5.35531010832593,2.25784813357664,45.3
126956367,"1","Centralizzato","Bisceglie, Baggio, Olmi","Bisceglie",600,2,8.57142857142857,20,c(9.10465, 45.4575),10.731206803022,31.0309623704656,109.6
124537541,"1","Centralizzato","Bande Nere, Inganni","Bande Nere",600,3,6.66666666666667,24,c(9.13254, 45.4604),4.34501638860983,23.2240182321417,83.6
80664697,"1","Centralizzato","Precotto, Turro","Turro",650,3,7.22222222222222,24,c(9.22068, 45.5015),1.8600030781728,12.7060537997538,38.1
126190037,"1","Assente","Udine, Lambrate","Udine",680,3,9.71428571428571,18.6666666666667,c(9.2373, 45.4879),6.14357400266376,5.45579876942493,21.8
126838329,"2","Assente","Bicocca, Niguarda","Niguarda",600,5,6,16,c(9.191, 45.5154),17.5362253010059,1.70814286173961,53.3
121666442,"2","Assente","Famagosta, Barona","Cantalupa - San Paolo",650,4,7.30337078651685,17.8,c(9.169, 45.4307),4.23838602324927,10.689548854845,112.2
116226137,"1","Assente","Maggiolina, Istria","Istria",700,3,8.75,21.3333333333333,c(9.1975, 45.5027),1.9560484092419,1.92180073055795,53
126858429,"1","Assente","Bicocca, Niguarda","Prato Centenaro",600,1,8.57142857142857,20,c(9.2005, 45.5109),6.38493426765237,3.84504934685775,61.4
125718335,"1","Assente","Città Studi, Susa","Città Studi",700,2,11.6666666666667,24,c(9.219, 45.4861),4.25881388460439,8.48089471618099,16.4
113384565,"2","Assente","Affori, Bovisa","Comasina",650,3,43.3333333333333,15,c(9.166, 45.5269),3.51080987847167,32.160692270136,51.8
125539107,"1","Assente","Navigli","Corso San Gottardo",680,4,7.55555555555556,18,c(9.1806, 45.4469),16.3367651479382,2.13147615077785,81.4
127540574,"1","Assente","Uptown, Cascina Merlata, Viale Certosa","Certosa",700,3,11.6666666666667,16,c(9.1518, 45.4967),25.8364842032316,2.23320422016811,16.5
127556714,"2","Assente","Bande Nere, Inganni","Gambara",690,4,6.9,20,c(9.1422, 45.4644),1.33437317022405,9.8648282422689,74.2
126568395,NA,"Centralizzato","Abbiategrasso, Chiesa Rossa","Cermenate - Abbiategrasso",700,NA,10,NA,c(9.18012, 45.4362),11.2517993458539,2.84490978819411,97.8
126133025,"2","Assente","Navigli","Corso San Gottardo",600,4,40,15,c(9.1821, 45.4515),9.98929810181682,1.82962533280307,74.4
118406887,"2","Centralizzato","Affori, Bovisa","Bovisa",610,5,5.54545454545455,17.6,c(9.1665, 45.5006),18.0848111906418,3.57718406666584,15.2
125986615,"2","Centralizzato","Udine, Lambrate","Udine",670,5,26.8,25,c(9.2374, 45.4913),0.672886390464036,11.3184349318924,27.1
126372035,"2","Centralizzato","Centrale, Repubblica","Morgagni",600,5,40,15,c(9.21222, 45.4785),3.566956745334,6.52827169612001,18.7
122991570,"3","Centralizzato","San Siro, Trenno","Gallaratese",700,3,6.48148148148148,20,c(9.09609, 45.5035),4.43130784067967,30.0845282515035,74.3
126033041,"1","Centralizzato","Bicocca, Niguarda","Greco - Segnano",650,1,32.5,20,c(9.2102, 45.5026),13.665093183385,13.2797885972117,47
93760550,"1","Centralizzato","Pasteur, Rovereto","Pasteur",700,2,28,25,c(9.21689, 45.491),1.77138995491255,1.3278859430633,26.5
127152971,"1","Centralizzato","Corvetto, Rogoredo","Corvetto",650,3,40.625,16,c(9.2137, 45.4379),10.2853879370462,16.2069624219322,72.1
127532880,"1","Centralizzato","San Siro, Trenno","San Siro",350,2,7.95454545454545,17.6,c(9.1373, 45.475),2.29095598041782,1.44508727119017,58
127614336,"1","Autonomo","Famagosta, Barona","Cantalupa - San Paolo",650,2,40.625,16,c(9.16983, 45.4273),7.47792658935843,9.0781478996352,113.8
127502142,"1","Autonomo","Cimiano, Crescenzago, Adriano","Ponte Nuovo",700,2,11.6666666666667,24,c(9.23214, 45.5107),9.63453426057748,6.44274897678974,57.5
126384921,"3+","Assente","Centrale, Repubblica","Buenos Aires",650,5,5.41666666666667,19.2,c(9.2155, 45.4852),0.296245008290226,6.13336261563615,17.6
126956067,"1","Centralizzato","Bisceglie, Baggio, Olmi","Bisceglie",600,2,8.57142857142857,20,c(9.10491, 45.4575),10.4334596989389,30.8765948754047,109.3
126921113,"1","Assente","Abbiategrasso, Chiesa Rossa","Cermenate - Abbiategrasso",600,3,30,20,c(9.1814, 45.4362),11.8197936097015,3.49909983510993,97
126021613,"1","Autonomo","Ripamonti, Vigentino","Ripamonti - Fondazione Prada",700,1,31.8181818181818,22,c(9.19221, 45.4413),22.2384657382743,8.82740083284886,82.6
126476399,"1","Assente","Precotto, Turro","Turro",700,3,35,20,c(9.2212, 45.5005),0.274989139594472,11.5084637598489,36
122929046,"1","Centralizzato","Bicocca, Niguarda","Ca' Granda",650,5,27.0833333333333,24,c(9.19737, 45.5052),5.77814461375689,3.03747204467243,54.3
125670025,"1","Assente","Bicocca, Niguarda","Niguarda",650,3,46.4285714285714,14,c(9.1935, 45.5177),15.3390913692406,2.70658759501039,57.4
126310029,"3","Centralizzato","Arco della Pace, Arena, Pagano","Arena",610,1,43.5714285714286,14,c(9.18053, 45.4783),5.13167313153869,0.388475138515144,58.2
127295955,"2","Centralizzato","Città Studi, Susa","Casoretto",700,3,35,20,c(9.23361, 45.4863),4.02779153254303,4.14781506924321,16.3
127400907,NA,"Assente","Porta Vittoria, Lodi","Martini - Insubria",625,NA,41.6666666666667,15,c(9.22, 45.4506),13.0794643942752,0.253585960850936,49.1
127103035,"1","Autonomo","Pasteur, Rovereto","Pasteur",675,4,37.5,18,c(9.22038, 45.4902),2.99119574875337,5.79368050808951,23.1
114265387,NA,"Assente","Precotto, Turro","Gorla",700,2,21.2121212121212,20,c(9.2219, 45.504),3.85100640374188,16.8930374992888,41.5
126951027,"1","Autonomo","Città Studi, Susa","Città Studi",590,4,6.86046511627907,17.2,c(9.21732, 45.4813),5.34638529480246,10.9412756774541,13.1
127160285,"1","Centralizzato","Città Studi, Susa","Città Studi",700,4,35,20,c(9.22378, 45.4821),2.81446153404239,5.77155645984925,7.3
124195993,"1","Centralizzato","Affori, Bovisa","Comasina",620,4,20.6666666666667,20,c(9.16673, 45.5257),5.59137884447941,31.0990215002106,48.1
110970033,"1","Assente","Città Studi, Susa","Città Studi",700,3,7.77777777777778,24,c(9.229, 45.47),4.84621848692276,1.90948669721919,15.7
127484216,"1","Assente","Città Studi, Susa","Città Studi",690,1,76.6666666666667,9,c(9.2261, 45.469),2.2200995203845,3.25620566141769,16.2
127514028,"2","Autonomo","Pasteur, Rovereto","Pasteur",625,5,5.43478260869565,18.4,c(9.21277, 45.4913),6.53041061861592,3.25633287583821,28.4
127462746,"2","Autonomo","Bande Nere, Inganni","Gambara",670,5,44.6666666666667,15,c(9.13984, 45.4666),4.85081568934331,9.4366419107481,70.5
127201251,"2","Autonomo","Centrale, Repubblica","Buenos Aires",685,4,7.44565217391304,18.4,c(9.21566, 45.4827),2.63990575424172,8.48961302738121,16.8
127602604,"2","Autonomo","Ripamonti, Vigentino","Ripamonti - Fondazione Prada",615,5,41,15,c(9.21026, 45.4441),4.72295619779188,13.9018342360335,65.2
127602164,"1","Autonomo","San Siro, Trenno","Gallaratese",630,5,6.3,16,c(9.11939, 45.4902),6.46581280734079,20.9487339790423,56.6
127569768,"1","Autonomo","Affori, Bovisa","Dergano",630,2,9.40298507462687,20,c(9.18644, 45.5046),8.53386459763151,4.19070061587776,37.9
